75.158.21.44 - - [29/May/2013:03:48:46 +0000] "GET / HTTP/1.1" 302 523 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.93 Safari/537.36"
75.158.21.44 - - [29/May/2013:04:04:00 +0000] "GET / HTTP/1.1" 302 523 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.93 Safari/537.36"
75.158.21.44 - - [29/May/2013:04:09:37 +0000] "GET / HTTP/1.1" 302 523 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.93 Safari/537.36"
66.249.75.151 - - [29/May/2013:05:14:44 +0000] "GET /robots.txt HTTP/1.1" 200 390 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.75.151 - - [29/May/2013:05:14:44 +0000] "GET /bbs/main.php?id=sp01&PHPSESSID=96a93621233eaebb89e32483b02ab45c HTTP/1.1" 404 500 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.75.151 - - [29/May/2013:05:14:59 +0000] "GET /bbs/main.php?id=sp01&page=1&sn1=on&divpage=1&sn=on&ss=off&sc=off&keyword=issu&select_arrange=hit&desc=desc&PHPSESSID=ded4e1a3987cdbcb9de7032756987e30 HTTP/1.1" 404 500 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.75.151 - - [29/May/2013:05:15:08 +0000] "GET /bbs/main.php?id=sp02&sn1=on&sn=on&ss=off&sc=off&keyword=+%B1%FA%B2%FD%C7%D1+%BC%BC%BB%F3+%B8%B8%B5%E9%B1%E2 HTTP/1.1" 404 500 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.75.151 - - [29/May/2013:05:15:25 +0000] "GET /bbs/main.php?id=sp01&page=1&sn1=on&divpage=1&sn=on&ss=off&sc=off&keyword=%BF%C0%C0%CE%C7%D1&select_arrange=hit&desc=asc&PHPSESSID=5d80b44eaf2761d8957261ea7e853ac8 HTTP/1.1" 404 500 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.75.151 - - [29/May/2013:05:15:39 +0000] "GET /bbs/main.php?id=sp02&page=1&sn1=on&divpage=1&sn=on&ss=off&sc=off&keyword=%BD%C5%B9%AE%BA%B8%B0%ED&select_arrange=hit&desc=desc&PHPSESSID=c7a591170950b534657e2aeb428794da HTTP/1.1" 404 500 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.75.151 - - [29/May/2013:05:15:59 +0000] "GET /bbs/main.php?id=sp02&page=1&sn1=on&divpage=1&sn=on&ss=off&sc=off&keyword=%B0%F8%C7%D7%C7%C8%BE%F7&select_arrange=hit&desc=desc&PHPSESSID=e3a4fdf082952293dd49ae7144f6af68 HTTP/1.1" 404 500 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.75.151 - - [29/May/2013:05:15:59 +0000] "GET /bbs/write.php?id=sp01&PHPSESSID=be444175068e16a22112c4e536aa5354 HTTP/1.1" 404 500 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.75.151 - - [29/May/2013:05:17:35 +0000] "GET /bbs/main.php?id=sp01&PHPSESSID=d07ba4f05b0b0fc7ed3ba13e1dc8f114 HTTP/1.1" 404 500 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.75.151 - - [29/May/2013:05:18:28 +0000] "GET /bbs/main.php?id=sp02&page=1&page_num=20&category=&sn=on&ss=off&sc=off&keyword=kkk&prev_no=230&sn1=on&divpage=1&select_arrange=hit&desc=desc&PHPSESSID=e071b755559c1e91a5f8315248389058 HTTP/1.1" 404 500 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
